utt_id,audio_path,reference,Accent,Age,Gender,Background,Sentiment,District,State,Other,audio_drive_id,audio_filename,location_source,normalized_district,normalized_state,content_type,topic_status,topics,failure_mode,entities,affected_population,translated_text
13-00143-05,./Audio/13-00143-05.mp3,बिहार राज्य के मधुबनी जिला के खजौली प्रखंड ऐसी रामानंद सिंह जी मोबाइल वाणी के माध्यम ऐसी बताते है की मधुबनी जिले के झंझारपुर के बेलारही स्थित बिहार आईडिया प्रशिक्षण केंद्र आरोप,Accent_unknown,Adult,Female,,Serious,,,,1FJqlw0NwBG29Vv3GSAr6cxAejPUweHui,13-00143-05.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'बिहार राज्य के मधुबनी जिला के खजौली प्रखंड ऐसी रामानंद सिंह जी मोबाइल वाणी के माध्यम ऐसी बताते है की मधुबनी जिले के झंझारपुर के बेलारही स्थित बिहार आईडिया प्रशिक्षण केंद्र आरोप'
13-00143-06,./Audio/13-00143-06.mp3,आरोप अखिल भारतीय व्यवसाय परीक्षा दो हजार अठारह सेमेस्टर एक ऐसी लेकर चार तक परीक्षा आज ऐसी शुरू हो चुकी है यह परीक्षा चौबीस जुलाई ऐसी सोलह अगस्त तक मधुबनी जिले के तीनों केंद्रों आरोप संचालित होगी,Accent_unknown,Adult,Female,,Serious,,,,1u4iFEkJenEbTLMvxbcZRSrfRsIghpOYn,13-00143-06.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'आरोप अखिल भारतीय व्यवसाय परीक्षा दो हजार अठारह सेमेस्टर एक ऐसी लेकर चार तक परीक्षा आज ऐसी शुरू हो चुकी है यह परीक्षा चौबीस जुलाई ऐसी सोलह अगस्त तक मधुबनी जिले के तीनों केंद्रों आरोप संचालित होगी'
13-00145-01,./Audio/13-00145-01.mp3,इस के लिए प्रशासन ने भी तैयारीयाँ पूरी कर ली हैं बिहार राज्य के मधुबनी जिला के खजौली प्रखंड से रामनंद सिंह जी मोबाइल वाणी के माध्यम से बताते हैं सावन का महीना अगले,Accent_unknown,Adult,Male,,Serious,,,,1U5EJeewSmitAClZtcLlAxlkI6l0ZMdpN,13-00145-01.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'इस के लिए प्रशासन ने भी तैयारीयाँ पूरी कर ली हैं बिहार राज्य के मधुबनी जिला के खजौली प्रखंड से रामनंद सिंह जी मोबाइल वाणी के माध्यम से बताते हैं सावन का महीना अगले'
13-00145-04,./Audio/13-00145-04.mp3,#incomplete तो दोस्तों कैसा लगा आपको समाचार संध्या का ये अंश हमे जरूर बताए नंबर तीन दबाकर और ऐसे ही बड़ी खबरों के लिए सुनते रहे मधुबनी मोबाइल वाणी,Accent_unknown,Adult,Male,,Serious,,,,15T9hVqXDl6FebyQEQtWmC6D9UNMlyX2p,13-00145-04.mp3,transcript,Madhubani,Bihar,listener_feedback_prompt,not_applicable,[],[],[],[],Community caller report regarding local condition: '#incomplete तो दोस्तों कैसा लगा आपको समाचार संध्या का ये अंश हमे जरूर बताए नंबर तीन दबाकर और ऐसे ही बड़ी खबरों के लिए सुनते रहे मधुबनी मोबाइल वाणी'
13-00148-03,./Audio/13-00148-03.mp3,बिहार राज्य के मधुबनी जिला के मनोज कारण ने मोबाइल वाणी के माध्यम ऐसी बताया की सुरक्षा कर्मियों ने तीन बोरियो ऐसी भरी,Accent_unknown,Adult,Male,,Serious,,,,1yTSy_NKPpWaPpR2JzpiaHFih2up4U6XY,13-00148-03.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'बिहार राज्य के मधुबनी जिला के मनोज कारण ने मोबाइल वाणी के माध्यम ऐसी बताया की सुरक्षा कर्मियों ने तीन बोरियो ऐसी भरी'
13-00148-05,./Audio/13-00148-05.mp3,थाने चौकीदार गस्ती कर रहे थे और अंत में बिहार राज्य के मधुबनी जिला ऐसी रामानंद सिंह ने मोबाइल वाणी के माध्यम ऐसी बताया की मधुबनी जिले के वैसे किसान जो सीओ,Accent_unknown,Adult,Male,,Serious,,,audio_break,1j6gaAoOT_OjDwdtzcv-txExi-dWGZFhP,13-00148-05.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'थाने चौकीदार गस्ती कर रहे थे और अंत में बिहार राज्य के मधुबनी जिला ऐसी रामानंद सिंह ने मोबाइल वाणी के माध्यम ऐसी बताया की मधुबनी जिले के वैसे किसान जो सीओ'
13-00162-06,./Audio/13-00162-06.mp3,मधुबनी जिले में नौ सौ पचास,,Adult,Male,,Serious,,,,1p47czKXUwjMtUmO0ZRUTg6ok8aLQmp6I,13-00162-06.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'मधुबनी जिले में नौ सौ पचास'
13-00163-01,./Audio/13-00163-01.mp3,"इस बात को ['लेकर', 'के'] मधुबनी जिले के डी टी सी अजय कुमार सिंह का परब हैं और काफ़ी गुप चुप नज़र आ रहे हैं",,Adult,Male,,Serious,,,,1Sv-tbn99NNOenhcvsg-myvE0QhZduoRt,13-00163-01.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],"Community caller report regarding local condition: 'इस बात को ['लेकर', 'के'] मधुबनी जिले के डी टी सी अजय कुमार सिंह का परब हैं और काफ़ी गुप चुप नज़र आ रहे हैं'"
13-00270-03,./Audio/13-00270-03.mp3,बिहार मोबाइल वाणी के लिए खजौली मधुबनी से रामाशीष सिंह स्वास्थ्य विभाग के संकल्प संख्या पैतालीस अंडर ब्रेकेट अट्ठारह दिनांक,Accent_unknown,Adult,Male,,Serious,,,,1WoGFDrbUkG2k6B_Udj445Le3P6DOwCpa,13-00270-03.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'बिहार मोबाइल वाणी के लिए खजौली मधुबनी से रामाशीष सिंह स्वास्थ्य विभाग के संकल्प संख्या पैतालीस अंडर ब्रेकेट अट्ठारह दिनांक'
13-00271-03,./Audio/13-00271-03.mp3,बिहार मोबाइल वाणी के लिए मधुबनी ऐसी आखिर कब तक भौतिक सामाजिक एवं जातिगत आधार,Bihari,Adult,Male,,Serious,,Bihar,inaudible,1pvDBI3O-dO5jrSmnuHltBdDcDh3ssjmm,13-00271-03.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'बिहार मोबाइल वाणी के लिए मधुबनी ऐसी आखिर कब तक भौतिक सामाजिक एवं जातिगत आधार'
13-00273-05,./Audio/13-00273-05.mp3,डी N वर्मा सी जिला प्रभा मधुबनी मोबाइल वाणी ऐसी VEERTHI शिक्षा की व्यवस्था ऐसी लोग अचंभित शिक्षा की अवस्था आज पूर्ण रूप ऐसी तर्मरा गयी हैं लालू राज विद्द्यालयों में तनाव वगैरह क्लेश,Accent_unknown,Adult,Male,,Serious,,,,1uPWOi4dGY0CPHtVH3hnuJ6qrTsoutQ5R,13-00273-05.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'डी N वर्मा सी जिला प्रभा मधुबनी मोबाइल वाणी ऐसी VEERTHI शिक्षा की व्यवस्था ऐसी लोग अचंभित शिक्षा की अवस्था आज पूर्ण रूप ऐसी तर्मरा गयी हैं लालू राज विद्द्यालयों में तनाव वगैरह क्लेश'
13-00287-01,./Audio/13-00287-01.mp3,मधुबनी मोबाइल वाणी के लिए खजौली मधुबनी ऐसी डॉक्टर विनय सराव अधिकारी स्वस्थ विभाग बिहार पटना,Accent_unknown,Adult,Male,,Serious,,,inaudible,1CIhCCrR0YZYxuWs3VyNrtl4-J_JfxQ1O,13-00287-01.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'मधुबनी मोबाइल वाणी के लिए खजौली मधुबनी ऐसी डॉक्टर विनय सराव अधिकारी स्वस्थ विभाग बिहार पटना'
13-00289-06,./Audio/13-00289-06.mp3,मधुबनी मोबाइल वाणी के लिए खजौली मधुबनी,Accent_unknown,Adult,Male,,Serious,,,,130f4pbhMs36Goqc1w0SR-6UfwAAITFw0,13-00289-06.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'मधुबनी मोबाइल वाणी के लिए खजौली मधुबनी'
13-00295-03,./Audio/13-00295-03.mp3,मधुबनी मोबाइल वाणी प्रखंड खुटौना से चंदू नमस्कार खुटौना छात्राओं में निराशा ज्ञात हो की राज्य में माध्यमिक स्तर पे गृह विज्ञान,Accent_unknown,Adult,Male,,Serious,,,,1VKTtrAk9E23r2u0zdLSqB9FYBfsWiK13,13-00295-03.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'मधुबनी मोबाइल वाणी प्रखंड खुटौना से चंदू नमस्कार खुटौना छात्राओं में निराशा ज्ञात हो की राज्य में माध्यमिक स्तर पे गृह विज्ञान'
13-00299-01,./Audio/13-00299-01.mp3,मधुबनी मोबाइल वाणी प्रखण्ड खुटौना से चंदु नमस्कार खुटौना सरकार की पहल ज़रूरी घर से निकलते ही ट्रैफिक जाम को देख व्यक्ति,Accent_unknown,Adult,Male,,Serious,,,inaudible,1s0LGtVlVtGKEHXeZmqKELMEv1778BxXF,13-00299-01.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'मधुबनी मोबाइल वाणी प्रखण्ड खुटौना से चंदु नमस्कार खुटौना सरकार की पहल ज़रूरी घर से निकलते ही ट्रैफिक जाम को देख व्यक्ति'
13-00313-04,./Audio/13-00313-04.mp3,मधुबनी मोबाइल वाणी के लिए खजुरी मधोनी ऐसी नामा सूची मधुबनी जिले ऐसी खजुरी प्रखंड नाम के कई उपविग्ननों का जन विकरण के लिए निर्माण का प्रारंभ किया गया,Accent_unknown,Adult,Male,,Serious,,,,1VKYMuxVCyCiQ0Cs2WDCZdCjow4C8L6Gu,13-00313-04.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'मधुबनी मोबाइल वाणी के लिए खजुरी मधोनी ऐसी नामा सूची मधुबनी जिले ऐसी खजुरी प्रखंड नाम के कई उपविग्ननों का जन विकरण के लिए निर्माण का प्रारंभ किया गया'
13-00313-06,./Audio/13-00313-06.mp3,मुख्या जनता निवास अविलम्ब इस समस्या को ध्यान दे मधुबनी मोबाइल वाणी के लिए खजुरी मधोनी,Accent_unknown,Adult,Male,,Serious,,,not_clear,1WQXFCu8DUSdV7s0tO2tUTkSdKjp5o9Q5,13-00313-06.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'मुख्या जनता निवास अविलम्ब इस समस्या को ध्यान दे मधुबनी मोबाइल वाणी के लिए खजुरी मधोनी'
13-00342-01,./Audio/13-00342-01.mp3,मधुबनी मोबाइल वाणी ऐसी मधुबनी जिला के के लिए महाअभियान शुरू कर दिया है,Accent_unknown,,Male,,Serious,,,inaudible,1FXizYBJ6BNYngx5tF52jdXjRCx6S0K6c,13-00342-01.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'मधुबनी मोबाइल वाणी ऐसी मधुबनी जिला के के लिए महाअभियान शुरू कर दिया है'
13-00344-02,./Audio/13-00344-02.mp3,दिनांक सताईस एवं अट्ठाईस तारीख़ को कृषि यांत्रिकीकरण किसान मेला का आयोजन किया गया है धन्यवाद टी एन ब्रह्मऋषि मधुबनी मोबाइल वाणी,Accent_unknown,Adult,Male,,Serious,,,inaudible,116Hl9ruRsTD5ch6zAwydyzpOJ11xZI2z,13-00344-02.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'दिनांक सताईस एवं अट्ठाईस तारीख़ को कृषि यांत्रिकीकरण किसान मेला का आयोजन किया गया है धन्यवाद टी एन ब्रह्मऋषि मधुबनी मोबाइल वाणी'
13-00354-03,./Audio/13-00354-03.mp3,मधुबनी मोबाइल वाणी प्रखंड,Accent_unknown,Adult,Male,,Serious,,,,1k37nnRxZADiBVsPojUXCywI69Jgf3a_Q,13-00354-03.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'मधुबनी मोबाइल वाणी प्रखंड'
13-00370-02,./Audio/13-00370-02.mp3,प्रभुदे नागरिकों प्रतापी अधिकारी और मधुबनी मोबाइल वाणी के सभी श्रोताओं अभी अब ऊपर ही घटनाओं को भंग कर दीपावली गोवर्धन पूजा भैया दूज जैसे महापर्व,,Adult,Male,,Serious,,,inaudible,1xZY1rsQlTD6MxInN2ehP0L6MxRqcROkP,13-00370-02.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'प्रभुदे नागरिकों प्रतापी अधिकारी और मधुबनी मोबाइल वाणी के सभी श्रोताओं अभी अब ऊपर ही घटनाओं को भंग कर दीपावली गोवर्धन पूजा भैया दूज जैसे महापर्व'
13-00370-06,./Audio/13-00370-06.mp3,मधुबनी मोबाइल वाणी के श्रोताओं रिपोर्टरों आम जनता और बच्चों को दो हजार सोलह इसवी की माह शुभ दीपावली आरोप,,Adult,Male,,Serious,,,,1wW3HpjiTxwcYIb4TfdnkLhGIf-1KVycf,13-00370-06.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'मधुबनी मोबाइल वाणी के श्रोताओं रिपोर्टरों आम जनता और बच्चों को दो हजार सोलह इसवी की माह शुभ दीपावली आरोप'
13-00395-04,./Audio/13-00395-04.mp3,मधुबनी मोबाइल वाणी के लिए खजौली मधुबनी ऐसी राम शेरसिंह भारत में,Bihari,Adult,Male,,Serious,,Bihar,inaudible,1kdLtX6H8MitZY5eJ2ciqReYwpwpXYXHa,13-00395-04.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'मधुबनी मोबाइल वाणी के लिए खजौली मधुबनी ऐसी राम शेरसिंह भारत में'
13-00440-03,./Audio/13-00440-03.mp3,हेलो हम अखिलेश कुमार सिंह मधुबनी मोबाइल वाणी ऐसी क्षेत्र ऐसी,Bihari,Adult,Male,,Serious,,Bihar,inaudible,1Qj9a10RyTQdQrU9f3yQorphgsYwkhreO,13-00440-03.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'हेलो हम अखिलेश कुमार सिंह मधुबनी मोबाइल वाणी ऐसी क्षेत्र ऐसी'
13-00455-01,./Audio/13-00455-01.mp3,मधुबनी मोबाइलवाणी के लिए मधुबनी ऐसी पंचायत सरकार भवन का निर्माण सरकार के स्थित पंचायत सरकार,Bihari,Adult,Male,,,,Bihar,inaudible,1nNmtPOizeYHf40KtiV2nyTY-hVJ_qtOM,13-00455-01.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'मधुबनी मोबाइलवाणी के लिए मधुबनी ऐसी पंचायत सरकार भवन का निर्माण सरकार के स्थित पंचायत सरकार'
01-00055-02,./Audio/01-00055-02.mp3,मधुबनी मोबाइल वाणी के लिए खजौली मधुबनी ऐसी मई रामाशीष सिंह बिहार सरकार इक्कीस जनवरी दो हजार सत्रह को मानव श्रृंखला अभियान,Bihari,Adult,Male,,,,Bihar,,1YH4BqJIFADIr7XaZeJ19THrlCJZij7wK,01-00055-02.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'मधुबनी मोबाइल वाणी के लिए खजौली मधुबनी ऐसी मई रामाशीष सिंह बिहार सरकार इक्कीस जनवरी दो हजार सत्रह को मानव श्रृंखला अभियान'
01-00057-02,./Audio/01-00057-02.mp3,अधिकारीयों के विरूद्ध कार्यवाही करें जनता जागरूक हैं उन्हें जागरूक करने की ज़रुरत नहीं हैं मधुबनी मोबइल वाणी के लिए खजौली मधुबनी से रामाशीष,Bihari,Adult,Male,,Serious,,Bihar,inaudible,1ag__28HddCSX7j5NUi9bfA2abESYCr0k,01-00057-02.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'अधिकारीयों के विरूद्ध कार्यवाही करें जनता जागरूक हैं उन्हें जागरूक करने की ज़रुरत नहीं हैं मधुबनी मोबइल वाणी के लिए खजौली मधुबनी से रामाशीष'
01-00124-03,./Audio/01-00124-03.mp3,मई धर्मेन्द्र कुमार श्रीवास्तव मधुबनी जिला के खुरमा माधोपुर पंचायत ऐसी लोकतंत्र में पत्रकारों की हत्या आज लोकतंत्र में पत्रकारों की हत्या,Bihari,Adult,Male,,,,Bihar,"audio_jump,inaudible",1-UkXr67ZAnNoIZYr_i9ttgHtf46imahm,01-00124-03.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'मई धर्मेन्द्र कुमार श्रीवास्तव मधुबनी जिला के खुरमा माधोपुर पंचायत ऐसी लोकतंत्र में पत्रकारों की हत्या आज लोकतंत्र में पत्रकारों की हत्या'
01-00128-03,./Audio/01-00128-03.mp3,रामानन्द सिंह मोबाइल वाणी मधुबनी मधुबनी जिले के फुलपरास अनुमंडल क्षेत्र के,,,,,,,,inaudible,1nnpqXraVyNmipkldmKXD1laN6sNJt6M4,01-00128-03.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'रामानन्द सिंह मोबाइल वाणी मधुबनी मधुबनी जिले के फुलपरास अनुमंडल क्षेत्र के'
01-00182-01,./Audio/01-00182-01.mp3,महत्वपूर्ण' हिसाव 'मधुबनी जिला का श्रंखला बनेगा सभी जनप्रतिनिधि हज़ार ऐसी हज़ार संख्या में आकर इस आयोजन मई,Bihari,,Male,,,,Bihar,,1dV44FLttPHVhzlx0h_eMaYTCLIDNnFEj,01-00182-01.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'महत्वपूर्ण' हिसाव 'मधुबनी जिला का श्रंखला बनेगा सभी जनप्रतिनिधि हज़ार ऐसी हज़ार संख्या में आकर इस आयोजन मई'
01-00183-02,./Audio/01-00183-02.mp3,रामानंद सिंह मोबाइल वाणी मधुबनी,Bihari,,Male,,,,Bihar,,1OUXIktPd-Cl_wuPgPBOt0801Y8hAXavj,01-00183-02.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'रामानंद सिंह मोबाइल वाणी मधुबनी'
01-00183-03,./Audio/01-00183-03.mp3,बिहार सरकार द्वारा नशा मुक्ति के पक्ष में आहूत राज्यव्यापी मानव श्रंखला अभियान को मधुबनी जिले में सफल बनाने के लाई लोगो में काफी उत्सुकता देखी जा रही है,,,,,,,,,1BKpwYi4Qs5AdbvI5CGfiNrN93YU59yTv,01-00183-03.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'बिहार सरकार द्वारा नशा मुक्ति के पक्ष में आहूत राज्यव्यापी मानव श्रंखला अभियान को मधुबनी जिले में सफल बनाने के लाई लोगो में काफी उत्सुकता देखी जा रही है'
01-00184-01,./Audio/01-00184-01.mp3,सभी चैम्बर ऑफ़ कॉमर्स मधुबनी जिला के एवम अन्य सभी व्यवसाय संगठनो ऐसी इस सम्बन्ध में संपर्क स्थापित,Accent_unknown,Adult,Male,,,,,,1prAxajBtI3CmLrzEGBgTf0cpPnQg5BEF,01-00184-01.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'सभी चैम्बर ऑफ़ कॉमर्स मधुबनी जिला के एवम अन्य सभी व्यवसाय संगठनो ऐसी इस सम्बन्ध में संपर्क स्थापित'
01-00219-02,./Audio/01-00219-02.mp3,मधुबनी मोबइलवाणी प्रखंड ऐसी चंदू नमस्कार खुटौना आईए मिलते हैं प्रखंड के भाजपा के नौ जवान नेता ऐसी,Bihari,Adult,Male,,Serious,,Bihar,inaudible,1j4XtPhmoX9BPb3bVu_Toixb71l5XCDnp,01-00219-02.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'मधुबनी मोबइलवाणी प्रखंड ऐसी चंदू नमस्कार खुटौना आईए मिलते हैं प्रखंड के भाजपा के नौ जवान नेता ऐसी'
01-00231-03,./Audio/01-00231-03.mp3,मै राजनगर से सतिश लाल दास मधुबनी मोबाइल वाणी के लिए इनका राय सही है इसलिए की खादी ग्राम उद्द्योग,,Adult,Male,,,,,,1P0bp3NVim0MrEGtH-KDlQRj7KuKkZbqG,01-00231-03.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'मै राजनगर से सतिश लाल दास मधुबनी मोबाइल वाणी के लिए इनका राय सही है इसलिए की खादी ग्राम उद्द्योग'
01-00596-02,./Audio/01-00596-02.mp3,बिहार मोबाइल वाणी के सेट ऐसी संतोष कुमार मंडल मधुबनी जिला खुटौना प्रखंड ऐसी दोस्तों बेनीपट्टी मधुबनी जिला के अंतर्गत बेनीपट्टी,Bihari,Adult,Male,,,,Bihar,,1tTdSqZmQvJBsNVmvwDmuNzSP-i_JvRbD,01-00596-02.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'बिहार मोबाइल वाणी के सेट ऐसी संतोष कुमार मंडल मधुबनी जिला खुटौना प्रखंड ऐसी दोस्तों बेनीपट्टी मधुबनी जिला के अंतर्गत बेनीपट्टी'
01-00614-02,./Audio/01-00614-02.mp3,बिहार मोबाइल वाणी के साथ मई पंकज कुमार मदन मधुबनी जिला खुटौना प्रखंड श्रोता गाँव के आस्था के क्षेत्र में खूब हरे भरे पर हुआ करते थे,,Adult,Male,,,,,,1pJjYVmRw2XO_vwxWxnTW_OIwcKeaSlH_,01-00614-02.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'बिहार मोबाइल वाणी के साथ मई पंकज कुमार मदन मधुबनी जिला खुटौना प्रखंड श्रोता गाँव के आस्था के क्षेत्र में खूब हरे भरे पर हुआ करते थे'
01-00635-03,./Audio/01-00635-03.mp3,बिहार मोबाइल वाणी प्रखंड जिला मधुबनी ऐसी चंदेश्वर रामचन्द सतना प्रखंड वार्ड पंचायत नारी की वार्ड सदस्य भी है,Bihari,Adult,Male,,,,Bihar,inaudible,192cXP63hYlZvYcJYMRP8-d3qRGB141KV,01-00635-03.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'बिहार मोबाइल वाणी प्रखंड जिला मधुबनी ऐसी चंदेश्वर रामचन्द सतना प्रखंड वार्ड पंचायत नारी की वार्ड सदस्य भी है'
01-00663-01,./Audio/01-00663-01.mp3,बिहार मोबाइलवाणी कभी भूलमत जाना संतोष मंडल मधुबनी जिला धनबाद,Bihari,Adult,Male,,,,Bihar,,13XXFxfHMTodpXNZ-Ie5V7M-YygE3hGt6,01-00663-01.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'बिहार मोबाइलवाणी कभी भूलमत जाना संतोष मंडल मधुबनी जिला धनबाद'
01-00685-01,./Audio/01-00685-01.mp3,बिहार मोबाइल वाणी के साथ मैं संतोष कुमार मंडल मधुबनी जिला खुटौना प्रखंड श्रोता मैं एक कविता बोल रहा हूँ नींद में सोये फ़ोन कोल जगाया हमको,Accent_unknown,Adult,Male,,Serious,,,,1dkP8TlJ0VAa83-yCiPrSRL6SIxM1_oKD,01-00685-01.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'बिहार मोबाइल वाणी के साथ मैं संतोष कुमार मंडल मधुबनी जिला खुटौना प्रखंड श्रोता मैं एक कविता बोल रहा हूँ नींद में सोये फ़ोन कोल जगाया हमको'
01-00689-02,./Audio/01-00689-02.mp3,बिहार मोबाइल वाणी के साथ मैं संतोष कुमार मंडल मधुबनी जिला खुटौना प्रखंड ऐसी,Accent_unknown,Adult,Male,,Serious,,,,1pkIxupt_7erWx3lH0owN-eQTG__61-hR,01-00689-02.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'बिहार मोबाइल वाणी के साथ मैं संतोष कुमार मंडल मधुबनी जिला खुटौना प्रखंड ऐसी'
01-00688-01,./Audio/01-00688-01.mp3,धन्यवाद मैं संतोष कुमार मंडल मधुबनी जिला कोडरमा प्रखंड ऐसी,Bihari,Age_unknown,Male,,,,Bihar,,1yTI21_j8EZln9S8OJXloPsL7j1qlb2ug,01-00688-01.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'धन्यवाद मैं संतोष कुमार मंडल मधुबनी जिला कोडरमा प्रखंड ऐसी'
01-00688-02,./Audio/01-00688-02.mp3,बिहार मोबाइल वाणी के साथ मंडल मधुबनी जिला श्रोताओं ये बता दो की घटना हमारे समाज के लिए बहुत ढाक के तीन पात है,Bihari,Age_unknown,Male,,,,Bihar,,1PMuhq7gHjBCuekUEozq9GHRTvUpiL-Ze,01-00688-02.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'बिहार मोबाइल वाणी के साथ मंडल मधुबनी जिला श्रोताओं ये बता दो की घटना हमारे समाज के लिए बहुत ढाक के तीन पात है'
01-00692-03,./Audio/01-00692-03.mp3,और हीरा वर्ग खास कर इस पर ज्यादा जोर दे तो हमारे समाज का कल्याण होने में कभी भी तकलीफ नहीं होगा धन्यवाद मैं संतोष कुमार मंडल मधुबनी जिला खुटौना प्रखंड,Accent_unknown,Adult,Male,,,,,,1XuF_2DyW63ngH0DIv_zCU6odGS9Bklaq,01-00692-03.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'और हीरा वर्ग खास कर इस पर ज्यादा जोर दे तो हमारे समाज का कल्याण होने में कभी भी तकलीफ नहीं होगा धन्यवाद मैं संतोष कुमार मंडल मधुबनी जिला खुटौना प्रखंड'
01-00709-03,./Audio/01-00709-03.mp3,गमहर सिंह मोबाइल वाणी के लिए मधुबनी मोबाइल वाणी के एक सिरे से आगे बढ़ाने के लिए कर्तव्यनिष्ठ होना जरुरी हैं,,,,,,,,inaudible,1BcdFYXYojlyPRdsxm4PFs8TldjD_eR53,01-00709-03.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'गमहर सिंह मोबाइल वाणी के लिए मधुबनी मोबाइल वाणी के एक सिरे से आगे बढ़ाने के लिए कर्तव्यनिष्ठ होना जरुरी हैं'
